seed,target,attack,fpr,tpr
1,Non-private (overfit),yeom_neg_loss,0.0622468884399544,0.06333333333333334
1,Non-private (overfit),yeom_neg_loss,0.06660846290809161,0.06875
1,Non-private (overfit),yeom_neg_loss,0.07127564834438914,0.07541666666666667
1,Non-private (overfit),yeom_neg_loss,0.07626985859023444,0.08083333333333333
1,Non-private (overfit),yeom_neg_loss,0.08161400793251826,0.08791666666666667
1,Non-private (overfit),yeom_neg_loss,0.08733261623828428,0.095
1,Non-private (overfit),yeom_neg_loss,0.09345192145605374,0.10166666666666667
1,Non-private (overfit),yeom_neg_loss,0.1,0.11
1,Non-private (overfit),yeom_neg_loss,0.10700689556931746,0.12375
1,Non-private (overfit),yeom_neg_loss,0.11450475699382812,0.13416666666666666
1,Non-private (overfit),yeom_neg_loss,0.12252798573828651,0.14833333333333334
1,Non-private (overfit),yeom_neg_loss,0.13111339374215644,0.16416666666666666
1,Non-private (overfit),yeom_neg_loss,0.14030037231905734,0.17791666666666667
1,Non-private (overfit),yeom_neg_loss,0.15013107289081729,0.1875
1,Non-private (overfit),yeom_neg_loss,0.16065060038537288,0.20083333333333334
1,Non-private (overfit),yeom_neg_loss,0.17190722018585747,0.21166666666666667
1,Non-private (overfit),yeom_neg_loss,0.18395257958039712,0.22708333333333333
1,Non-private (overfit),yeom_neg_loss,0.19684194472866112,0.24208333333333334
1,Non-private (overfit),yeom_neg_loss,0.210634454232412,0.25875
1,Non-private (overfit),yeom_neg_loss,0.22539339047347912,0.27416666666666667
1,Non-private (overfit),yeom_neg_loss,0.24118646996409973,0.29375
1,Non-private (overfit),yeom_neg_loss,0.2580861540418074,0.3175
1,Non-private (overfit),yeom_neg_loss,0.27616998133438464,0.33875
1,Non-private (overfit),yeom_neg_loss,0.2955209235202888,0.36541666666666667
1,Non-private (overfit),yeom_neg_loss,0.31622776601683794,0.3908333333333333
1,Non-private (overfit),yeom_neg_loss,0.33838551534282335,0.41791666666666666
1,Non-private (overfit),yeom_neg_loss,0.36209583502459164,0.45125
1,Non-private (overfit),yeom_neg_loss,0.3874675120456132,0.47708333333333336
1,Non-private (overfit),yeom_neg_loss,0.4146169559796819,0.5120833333333333
1,Non-private (overfit),yeom_neg_loss,0.44366873309786115,0.5475
1,Non-private (overfit),yeom_neg_loss,0.474756137899742,0.58875
1,Non-private (overfit),yeom_neg_loss,0.5080218046913023,0.6258333333333334
1,Non-private (overfit),yeom_neg_loss,0.5436183620153837,0.6704166666666667
1,Non-private (overfit),yeom_neg_loss,0.5817091329374358,0.7145833333333333
1,Non-private (overfit),yeom_neg_loss,0.622468884399544,0.7591666666666667
1,Non-private (overfit),yeom_neg_loss,0.6660846290809154,0.7954166666666667
1,Non-private (overfit),yeom_neg_loss,0.7127564834438914,0.84625
1,Non-private (overfit),yeom_neg_loss,0.7626985859023444,0.8916666666666667
1,Non-private (overfit),yeom_neg_loss,0.8161400793251826,0.9416666666666667
1,Non-private (overfit),yeom_neg_loss,0.8733261623828429,0.975
1,Non-private (overfit),yeom_neg_loss,0.9345192145605374,0.9941666666666666
1,Non-private (overfit),yeom_neg_loss,1.0,1.0
1,Non-private (overfit),modified_entropy,0.00031622776601683794,0.0002994581117583693
